Manufacturer,Year,Price (USD),MPG MIN,MPG MAX,Engine Volume (L),Mileage,Accidents or damage,Seller Rating,Seller Reviews Count,Car Rating,Car Reviews Count,Car Recommendation Rate,Car Comfort Rating,Car Interior Rating,Car Performance Rating,Car Value Rating,Car Exterior Rating,Car Reliability Rating
Jeep,2023,"28,998",19,26,3.6,"25,199",0,4.6,,3.7,15,60,4.5,4.5,3.9,3.6,4.3,3.7
Volkswagen,2016,"23,999",23,30,2,"59,452",0,4.8,,4.8,25,100,4.6,4.8,4.8,4.8,4.6,4.7
Ford,2022,"25,533",23,30,2,"35,972",1,,17,4.4,41,85,4.5,4.5,4.5,4.6,4.6,4.3
Audi,2024,"44,500",22,28,2,"6,286",0,3.8,151,,,,,,,,,
Chevrolet,2022,"38,900",0,0,6.6,"12,105",0,4.5,,,,,,,,,,
Kia,2013,"10,000",35,39,2.4,"157,347",1,4.6,54,4.3,39,79,4.5,4.6,4.2,4.3,4.6,4.3
Toyota,2015,"21,161",13,17,5.7,"192,354",1,4.5,289,4.8,91,97,4.7,4.5,4.8,4.7,4.8,4.9
Cadillac,2019,"34,894",18,26,3,"62,240",1,4.3,141,4.9,16,87,5,5,4.8,4.8,5,4.9
Toyota,2023,"23,959",28,39,2.5,"33,940",1,,20,4.9,16,100,4.9,4.8,4.8,4.8,4.6,5
Volkswagen,2019,"20,900",25,32,2,"49,946",0,,4,4.8,24,95,4.6,4.7,4.9,4.8,4.8,4.8
Cadillac,2023,"34,500",18,25,3.6,"42,595",0,4.6,49,4.4,5,80,5,5,4.4,4.2,5,5
Jeep,2021,"32,989",0,0,2,"42,681",0,4.5,16,4.9,50,94,4.9,5,4.9,4.6,4.9,4.8
Mercedes-Benz,2005,"6,995",19,23,3.5,"154,365",1,5,11,4.9,30,100,4.5,4.7,4.8,4.8,5,4.8
Audi,2020,"15,950",19,27,2,"106,877",0,4.1,620,3.6,38,55,4.4,4.2,3.7,3.7,4.7,3.5
Volvo,2013,"14,995",17,23,3,"99,472",1,,31,4.8,39,97,4.9,4.8,4.8,4.6,4.9,4.8
Lexus,2016,"35,999",19,26,3.5,"55,562",1,,11,4,5,80,4,3.8,3.8,4,4,4
Saab,2008,"6,000",14,20,4.2,"148,112",0,4.4,559,4.6,18,88,4.7,4.4,4.4,4.5,4.5,4.5
BMW,2022,"34,424",25,34,2,"13,888",0,4.9,674,5,,,5,5,5,5,5,5
Nissan,2021,"18,319",29,39,2,"33,796",1,4.2,229,4.9,27,92,4.9,4.9,4.7,4.8,4.9,4.8
Lincoln,2017,"10,975",19,25,2,"109,388",0,,249,4.7,142,93,4.8,4.7,4.7,4.6,4.8,4.6
Audi,2021,"25,890",23,28,2,"56,609",1,4.1,,4.6,16,93,4.6,4.4,4.7,4.2,4.5,4.7
Ford,2017,"6,500",,,2.5,"83,000",0,,,4.6,780,91,4.7,4.6,4.6,4.5,4.7,4.6
Volkswagen,2011,"7,649",24,31,2.5,"99,173",1,3.9,180,4.6,54,90,4.6,4.5,4.7,4.7,4.5,4.6
Mazda,2019,"17,782",29,34,2,"66,493",0,,305,4.6,56,92,4.6,4.6,4.7,4.6,4.8,4.8
Kia,2019,"15,998",22,29,,"87,434",1,,1,4.7,260,92,4.8,4.8,4.6,4.7,4.8,4.8
BMW,2016,"12,650",,,2,"99,940",0,,,4.9,9,88,5,4.9,4.7,5,5,4.8
Saturn,2003,"4,488",24,32,2.2,"96,000",1,3.1,168,4.2,35,88,3.7,3.8,4.1,4.4,4.1,4.2
Toyota,2022,"40,946",20,27,3.5,"42,942",0,,0,4,31,77,4.1,4,3.9,3.6,4.2,4.3
Toyota,2023,"28,995",28,39,2.5,"34,708",0,,5,4.9,16,100,4.9,4.8,4.8,4.8,4.6,5
Toyota,2023,"32,497",20,27,2.4,"5,709",0,4.7,,5,4,100,5,4.8,4.8,5,5,4.8
GMC,2019,"27,340",17,24,3.6,"81,746",1,4.8,462,4.5,53,86,4.4,4.4,4.6,4.2,4.7,4.5
Chevrolet,2016,"8,988",26,38,1.4,"93,024",0,4.9,52,4.6,79,93,4.5,4.5,4.6,4.5,4.6,4.6
Nissan,2023,"43,236",18,24,3,"11,577",0,4.6,902,5,,,5,5,5,5,5,5
Volvo,2023,"35,200",23,30,2,"20,572",0,,4,4.9,7,100,5,5,4.9,4.6,5,4.9
Toyota,2020,"24,498",22,31,3.5,"80,161",0,4.7,,5,21,100,5,4.8,4.8,4.7,4.9,4.9
Cadillac,2018,"23,998",19,26,,"51,829",0,,0,4.8,134,92,4.8,4.8,4.7,4.6,4.9,4.8
Kia,2023,"33,000",21,29,2.5,"7,270",0,4.9,,4.8,4,100,4.8,4.8,4.8,4.8,4.8,4.8
Nissan,2024,"22,000",27,39,2.5,"30,110",0,4.9,549,,,,,,,,,
Hyundai,2021,"19,983",31,41,2,"49,169",0,4.9,830,4.8,35,94,4.8,4.8,4.7,4.7,4.8,4.7
Chevrolet,2004,"26,000",,,5.3,"17,258",0,,,4.7,18,100,4.6,4.4,4.7,4.6,5,4.8
Dodge,2009,"4,150",15,21,3.7,"142,562",1,4.7,,4.5,15,80,4.4,4,4.3,4.5,4.5,4.4
BMW,2014,"8,999",33,33,2,"117,923",1,3.8,14,5,13,100,5,4.9,4.9,4.8,4.9,4.9
Toyota,2024,"39,995",21,28,1.6,"3,652",0,,2,,,,,,,,,
Mercedes-Benz,2019,"32,400",17,27,4,"104,605",1,2.7,840,4.5,15,86,5,4.8,4.5,4.4,4.7,4.3
Kia,2023,"28,998",23,25,,"18,449",0,,19,4.7,15,93,4.5,4.7,4.6,4.5,4.9,4.8
Ford,2018,"18,900",0,0,3.7,"134,913",1,,10,4,6,83,4.2,4.3,3.8,3.8,4.2,4
Chevrolet,2022,"44,702",,,5.3,"69,707",1,,12,5,3,100,5,5,5,5,5,5
Dodge,2007,"12,990",14,17,5.7,"141,129",1,,10,4.5,106,90,4.4,4.3,4.5,4.4,4.6,4.5
GMC,2020,"40,772",15,19,6.2,"93,598",0,4.7,385,4.7,68,91,4.9,4.8,4.8,4.6,4.9,4.7
Toyota,2022,"27,193",27,34,2.5,"28,524",0,5,469,4.6,11,81,4.3,4.4,4.2,4.2,4.7,4.5
Ford,2016,"20,498",16,22,3.5,"141,413",0,4.5,847,4.6,399,90,4.7,4.6,4.7,4.4,4.7,4.5
Chevrolet,2024,"39,990",,,,"7,504",0,4.1,,4.5,2,100,5,4.5,4.5,4.5,4.5,4.5
GMC,2020,"33,998",17,24,,"64,145",0,,0,4.7,68,91,4.9,4.8,4.8,4.6,4.9,4.7
Ford,2015,"8,995",26,38,2,"122,021",0,,2,3.9,176,73,4.2,4.2,3.8,3.9,4.4,3.8
Nissan,2016,"11,295",31,39,1.6,"72,025",0,,5,4.7,63,90,4.7,4.6,4.5,4.8,4.6,4.8
Dodge,2017,"14,438",19,26,3.6,"130,192",1,4.6,,4.7,133,94,4.8,4.8,4.6,4.5,4.8,4.7
BMW,2020,"22,958",23,31,2,"59,508",0,3.7,202,4.9,15,100,4.7,4.9,5,4.7,4.9,4.9
Subaru,2022,"33,950",0,0,2,"16,015",1,4.5,287,5,,,4,4,4,4,5,5
Chevrolet,2020,"17,951",29,36,1.5,"71,000",0,4.6,32,4.7,57,94,4.7,4.8,4.8,4.7,4.8,4.8
Pontiac,1989,"12,999",26,26,2,"40,070",0,4.7,60,,,,,,,,,
Volkswagen,2016,"26,994",22,31,2,"37,905",1,,1,4.8,25,100,4.6,4.8,4.8,4.8,4.6,4.7
Volkswagen,2024,"24,950",28,36,1.5,"16,668",0,4.2,70,5,,,5,5,5,5,5,5
Volkswagen,2015,"10,995",,,,"62,609",0,4,209,4.9,9,100,4.7,4.8,4.9,4.9,4.6,4.7
Hyundai,2022,"23,998",53,56,,"26,942",0,,0,,,,,,,,,
Ford,2022,"31,987",19,25,2.7,"48,206",1,,7,4.1,16,75,4.3,4.2,4,3.8,4.4,4.1
INFINITI,2017,"10,000",,,2,"106,000",1,,,4.6,83,90,4.6,4.6,4.7,4.5,4.7,4.7
Porsche,1993,"30,000",17,26,3,"30,539",0,2.2,283,5,,,5,5,5,5,5,5
Chevrolet,2021,"18,635",23,30,1.4,"20,944",0,,200,4.4,29,82,4.6,4.5,4.3,4.2,4.4,4.6
Mercury,2010,"4,995",31,31,2.5,"214,530",1,,13,4.6,32,93,4.6,4.4,4.6,4.5,4.6,4.5
Hyundai,2017,"17,031",20,26,2.4,"30,079",0,4.8,,4.7,369,94,4.7,4.7,4.6,4.6,4.8,4.8
Ford,2024,"26,999",42,33,2.5,"12,475",0,4.7,275,5,4,100,4.8,4,4.2,4.8,4.8,4.8
BMW,2024,"43,773",,,2,"11,990",0,4.7,402,,,,,,,,,
Mercedes-Benz,2018,"35,997",20,26,3,"24,807",0,,286,4.8,69,94,4.9,5,4.8,4.5,4.9,4.7
Kia,2017,"10,500",,,,"43,554",0,2.8,139,4.8,18,100,4.9,4.8,4.6,4.8,4.6,4.8
Jeep,2020,"18,998",21,29,,"38,795",0,,11,4.4,57,87,4.5,4.5,4.3,4.4,4.6,4.5
Honda,2018,"22,500",19,26,3.5,"62,872",0,4.7,871,4.8,101,97,4.9,4.8,4.8,4.6,4.8,4.9
Acura,2016,"17,350",19,28,3.5,"83,739",0,4,387,4.8,62,93,4.8,4.7,4.8,4.5,4.8,4.8
Kia,2020,"12,972",24,32,2.4,"90,737",1,4.5,209,4.6,74,91,4.9,4.8,4.5,4.6,4.9,4.7
Honda,2023,"43,895",19,28,3.5,"29,335",0,5,7,4,3,66,4.3,4,3.7,3.7,3.7,4.7
Lincoln,2023,"38,995",20,25,2,"32,549",0,3.5,534,5,2,100,5,5,5,5,5,5
Volkswagen,2018,"15,350",21,27,2,"77,848",1,,123,4.7,256,94,4.8,4.8,4.5,4.7,4.8,4.7
Volvo,2020,"30,006",18,26,2,"67,345",1,4.1,,4.8,37,94,4.9,4.8,4.6,4.5,4.9,4.7
Dodge,2021,"28,616",18,25,3.6,"45,447",0,,2,4.6,30,86,4.9,4.8,4.6,4.3,4.8,4.7
Mitsubishi,2020,"20,500",0,0,2,"34,051",0,4.5,,5,4,100,5,5,5,5,5,5
Mercedes-Benz,2024,"41,990",26,36,2,"5,003",0,4.4,76,,,,,,,,,
Dodge,2019,"37,968",14,23,6.4,"18,012",0,4.3,85,4.8,152,96,4.8,4.7,4.9,4.7,4.9,4.8
Maserati,2022,"45,000",18,25,3,"19,531",0,4.5,216,,,,,,,,,
Chevrolet,2022,"22,819",29,36,1.5,"36,054",1,,18,4.1,10,90,4.2,4,4,4.2,4.2,4.4
BMW,2018,"23,988",20,29,3,"85,106",1,4.9,330,4.8,28,96,4.9,4.7,4.8,4.2,4.7,4.5
Toyota,2019,"19,998",32,42,,"44,692",1,,1,4.8,55,98,4.8,4.6,4.7,4.7,4.9,4.9
Chevrolet,2023,"21,400",29,31,1.2,"29,947",1,4.7,,4.7,11,100,4.8,4.5,4.5,4.5,4.8,4.9
Toyota,2014,"20,995",18,25,3.5,"80,733",0,,4,4.6,95,94,4.7,4.5,4.7,4.6,4.5,4.8
Mercedes-Benz,2014,"8,261",19,25,3.5,"209,068",1,4.1,,4.7,53,90,4.8,4.7,4.8,4.5,4.7,4.6
Mercedes-Benz,2022,"36,990",23,33,2,"27,021",0,3.9,805,5,2,100,5,5,5,4.5,5,5
Pontiac,2005,"25,000",,,6,"9,000",0,,,4.5,36,94,4.6,4.5,4.8,4.4,4.3,4.4
Dodge,1987,"7,499",20,20,5.2,"139,083",0,3.6,11,,,,,,,,,
Mazda,2017,"19,298",26,35,2.5,"63,566",0,4.6,126,4.7,95,94,4.7,4.7,4.6,4.7,4.9,4.9
Hyundai,2020,"15,998",30,40,,"54,318",1,,3,4.7,144,92,4.8,4.7,4.6,4.7,4.8,4.7
Saab,2011,"12,995",15,22,2.8,"107,124",0,2.7,78,5,13,100,4.8,4.8,4.5,4.7,4.8,4.6
Toyota,2023,"22,790",31,40,2,"34,570",0,,107,5,3,100,5,4.7,4.7,5,5,5
Chevrolet,2021,"19,998",28,31,,"52,512",,,1,4.6,98,87,4.7,4.8,4.7,4.7,4.9,4.6
Jeep,2022,"21,999",22,30,2.4,"70,646",0,4.4,794,4,21,71,4.2,4.5,3.5,3.7,4.7,4.2
BMW,2012,"16,995",14,20,4.4,"92,664",0,,15,4.5,36,86,4.8,4.6,4.5,4,4.7,4.2
Nissan,2017,"15,946",24,30,2,"77,000",0,4.7,90,4.7,158,94,4.8,4.7,4.6,4.6,4.7,4.7
Toyota,2018,"18,998",27,31,,"60,243",1,,3,4.6,201,87,4.7,4.5,4.6,4.5,4.9,4.7
Toyota,2021,"41,960",36,36,,"57,095",0,4.9,800,4.2,33,75,4.3,4.2,4.3,4.2,4.5,4.2
Ford,2011,"12,998",13,18,5.4,"104,864",0,4.6,,4.6,39,97,4.7,4.5,4.6,4.5,4.7,4.7
Toyota,2007,"12,995",17,21,4,"236,495",0,,43,4.7,148,94,4.5,4.5,4.7,4.6,4.8,4.8
Volvo,2008,"8,999",15,22,3.2,"137,100",1,3.2,261,4.5,27,88,4.8,4.7,4.2,4.3,4.6,4.3
Lincoln,2017,"20,900",17,25,2.7,"76,072",0,4.8,678,4.7,100,87,4.9,4.8,4.7,4.6,4.8,4.7
Hyundai,2005,"4,488",18,26,3.5,"90,000",1,3.1,168,4.2,16,75,4.3,4.3,3.9,4.2,4.2,3.9
Nissan,2022,"20,978",30,37,1.5,"43,899",0,4.7,,4,14,85,4.3,4.1,4.2,3.9,4.5,4.2
Ford,2015,"21,509",15,21,5,"132,097",1,,4,4.7,363,92,4.8,4.7,4.8,4.5,4.8,4.7
Kia,2020,"16,995",29,35,2,"28,897",0,4.8,714,4.7,214,92,4.7,4.7,4.6,4.7,4.8,4.8
BMW,2019,"35,800",18,26,4.4,"52,655",0,4.8,713,5,5,100,5,5,5,5,5,5
Ford,2019,"28,995",16,0,3.5,"113,686",0,4.4,16,5,23,100,5,4.8,5,4.6,5,5
Mazda,2009,"6,095",22,30,2,"121,913",0,,,4.5,40,85,4.4,4.4,4.4,4.5,4.6,4.4
Volvo,2021,"33,272",,,,"13,966",0,4.3,85,4.9,7,100,4.9,5,4.9,4.6,4.9,4.7
Chevrolet,2007,"11,995",15,15,5.3,"167,759",1,,62,4.6,99,93,4.8,4.7,4.6,4.5,4.7,4.5
Audi,2018,"16,892",27,37,2,"63,580",0,4.7,,4.8,83,96,4.8,4.9,4.8,4.6,4.8,4.7
BMW,2021,"35,280",23,32,2,"22,315",1,4.9,890,5,6,100,5,4.8,5,4.8,5,4.8
Nissan,2020,"13,995",32,40,1.6,"30,480",1,,0,4.3,38,84,4.4,4.6,4.1,4.2,4.6,4.3
Dodge,2011,"10,630",13,18,5.7,"177,365",0,,0,4.6,292,91,4.8,4.7,4.6,4.5,4.8,4.5
Jaguar,2024,"44,475",20,26,2,"6,396",0,4.7,79,,,,,,,,,
Chrysler,2021,"37,568",,,3.6,"5,985",0,4.6,,3.7,19,63,4.5,4.5,4.1,3.8,4.5,3.5
INFINITI,2014,"11,499",17,24,3.7,"124,980",1,,6,4.9,11,100,5,4.7,4.9,4.6,4.9,5
Toyota,2018,"18,490",27,31,2,"63,436",0,4.2,335,4.6,201,87,4.7,4.5,4.6,4.5,4.9,4.7
Chevrolet,2022,"16,888",29,36,1.5,"59,829",1,4.8,882,4.1,10,90,4.2,4,4,4.2,4.2,4.4
Jeep,2023,"34,997",21,23,2,"33,522",0,,81,5,8,87,4.6,4.5,4.5,4.6,4.6,4.2
Hyundai,2023,"22,964",23,28,2.5,"29,412",0,4.8,782,4.5,19,78,4.4,4.6,4.2,4.3,4.7,4.4
Hyundai,2022,"23,998",25,28,,"29,415",1,,2,4.1,13,69,4.5,4.7,4.1,4.3,4.5,3.8
Jeep,2022,"44,500",19,24,3.6,"17,135",0,4.3,671,4.8,8,100,4.8,4.8,4.9,4.6,5,4.9
Chevrolet,1958,"37,997",0,0,348,"36,524",,3.3,65,,,,,,,,,
Jeep,2022,"41,213",16,23,3.6,"25,062",0,,2,4.1,10,80,4.3,4.2,4.5,4.2,4.6,4.1
Mercedes-Benz,2020,"38,998",19,26,,"33,343",0,,6,4.1,82,69,4.6,4.6,4,3.8,4.6,4
Lincoln,2022,"36,988",21,28,,"9,227",0,4.7,688,4.6,8,87,4.9,4.8,4.2,4.4,4.9,4.4
RAM,2021,"45,000",0,0,6.7,"64,683",1,4.8,251,5,7,100,4.9,5,5,5,5,4.9
Hyundai,2016,"10,999",24,33,2,"42,051",0,4.3,777,4.5,44,88,4.4,4.3,4.3,4.5,4.5,4.4
BMW,2017,"13,999",21,28,2,"97,991",0,,4,4.8,89,96,4.8,4.8,4.9,4.5,4.8,4.9
Buick,2022,"25,282",18,26,3.6,"66,839",0,,26,5,5,100,5,5,5,5,5,5
Hyundai,2022,"20,499",,,1.6,"9,194",0,4.9,,4.5,15,93,4.3,4.6,4.5,4.6,4.7,4.6
Subaru,2023,"30,977",27,34,2.5,"12,908",0,,5,3.6,15,66,3.6,3.6,3.5,3.5,3.6,3.7
Chevrolet,2019,"29,869",17,24,3.6,"74,207",1,4.4,656,4.5,166,84,4.5,4.4,4.5,4.4,4.8,4.5
Nissan,2023,"29,998",29,36,1.5,"22,508",0,,0,3,66,43,3.9,4,3.3,3.1,3.8,3.2
Dodge,2019,"16,995",16,24,3.6,"74,158",0,,0,4.3,85,78,4.5,4.3,4.2,4.3,4.4,4.4
Chevrolet,2021,"31,000",,,4.3,"40,455",0,,17,2.7,3,33,3.3,3.3,2.7,2.7,3,2.3
GMC,2015,"10,999",23,23,3.6,"115,062",0,4,214,4.4,164,86,4.6,4.6,4.2,4.3,4.6,4.4
Honda,2007,"9,500",0,0,2.4,"100,222",1,,25,4.6,41,95,4.2,4.4,4.2,4.5,4.5,4.6
BMW,2017,"19,998",,,,"83,668",1,,0,4.4,11,72,4.4,4.7,4.4,3.6,4.6,4
Lincoln,2015,"18,995",20,29,2,"31,291",0,,2,4.6,104,93,4.7,4.6,4.6,4.5,4.8,4.6
BMW,2016,"25,950",25,25,4.4,"65,231",1,,2,4.7,26,92,4.8,4.9,4.9,4.4,4.7,4.5
Buick,2020,"23,370",18,26,3.6,"61,731",0,4.3,,4.8,42,95,4.9,4.7,4.8,4.7,4.8,4.8
Genesis,2022,"39,998",17,25,,"16,155",0,,5,4.8,4,100,4.5,4.8,4.8,5,5,4.8
Ford,2019,"27,498",21,31,2.3,"24,232",0,3.9,52,4.8,158,96,4.7,4.7,4.8,4.7,4.9,4.6
Toyota,2005,"3,720",30,36,1.8,"162,510",0,,4,4.6,45,93,4.2,4.3,4.2,4.6,4.4,4.6
Ford,2022,"27,988",21,28,2,"19,733",0,,59,4.1,16,75,4.3,4.2,4,3.8,4.4,4.1
Lincoln,2014,"11,951",22,31,2,"93,093",1,,21,4.6,69,94,4.6,4.7,4.6,4.5,4.8,4.6
Buick,2022,"27,293",18,26,3.6,"66,855",0,4.5,58,5,5,100,5,5,5,5,5,5
Jeep,2018,"15,687",22,31,2.4,"59,925",0,4.6,719,4.4,433,85,4.6,4.6,4.3,4.4,4.7,4.5
Mercedes-Benz,2020,"34,589",23,29,2,"31,572",1,,60,5,,,5,5,5,5,5,5
Lexus,2020,"29,998",21,30,2,"65,612",1,4.6,700,4.7,3,100,5,4.7,4.7,4.7,5,5
Mitsubishi,2023,"24,998",25,26,,"20,861",0,,6,3,,,5,5,1,3,4,2
Audi,2003,"6,995",20,29,1.8,"92,720",0,4.3,326,4.7,15,100,4.5,4.7,4.6,4.6,4.9,4.5
Mercedes-Benz,2022,"35,998",23,32,,"2,040",0,,15,5,5,100,4.8,5,4.8,4.8,4.8,5
Ford,2020,"39,728",17,23,3.5,"41,000",0,4.6,,4.7,31,87,4.8,4.6,4.6,4.4,4.7,4.6
Hyundai,2017,"10,950",28,35,1.6,"112,316",1,,4,4.4,64,84,4.4,4.5,4.3,4.4,4.6,4.4
Kia,2024,"31,611",,,1.6,"11,037",0,4.9,478,,,,,,,,,
Ford,2019,"32,990",12,15,5,"72,036",0,4.7,853,4.7,436,92,4.8,4.8,4.8,4.5,4.8,4.7
GMC,2018,"31,994",16,22,5.3,"77,770",0,,200,4.8,171,94,4.9,4.8,4.7,4.6,4.8,4.8
Mazda,2020,"28,694",26,35,2,"14,438",1,,0,4.9,15,100,4.5,4.9,4.9,4.9,4.9,5
Pontiac,2009,"7,495",21,29,2.4,"146,000",0,5,74,4.6,82,91,4.3,4.2,4.3,4.7,4.5,4.6
Toyota,2021,"29,597",19,24,3.5,"20,344",0,,1,4.8,91,95,4.7,4.7,4.6,4.7,4.8,4.9
Hyundai,2022,"19,749",31,41,2,"28,309",0,4.5,755,4.2,6,83,4.2,4.5,4.2,4.3,4.7,4.2
Cadillac,2017,"21,999",22,30,2,"25,830",1,4.5,,4.5,35,80,4.4,4.5,4.6,4.3,4.7,4.3
Tesla,2023,"33,914",,,,"34,262",0,,23,4.6,53,88,4.5,4.6,4.8,4.6,4.6,4.6
Subaru,2013,"22,455",17,23,2.5,"63,849",1,4.7,,4.7,61,98,4.4,4.1,4.9,4.5,4.8,4.7
Lincoln,2020,"26,688",20,29,2,"31,079",1,5,26,4.8,13,100,4.8,4.8,4.8,4.8,4.9,4.8
Mazda,2011,"8,495",20,28,2.5,"83,305",1,3.7,41,4.6,18,100,4.1,4.4,4.8,4.8,4.7,4.6
Lexus,2018,"37,998",19,30,3.5,"118,145",1,5,32,4.4,36,80,4.6,4.8,4.6,4.4,4.9,4.7
Ford,2019,"41,999",0,0,3.5,"87,629",0,,534,,,,,,,,,
Toyota,2017,"23,949",17,20,4,"164,055",1,,6,4.8,155,96,4.8,4.6,4.7,4.7,4.9,4.9
Hyundai,2013,"12,895",20,27,2.4,"113,718",1,,1,4.4,75,88,4.4,4.5,4.3,4.3,4.5,4.4
Jaguar,2013,"17,995",16,22,5,"84,015",0,,1,4.7,6,100,4.5,4.8,5,4.3,4.5,4.8
Chevrolet,2017,"27,253",16,22,5.3,"81,738",1,5,7,4.6,132,90,4.8,4.7,4.6,4.4,4.8,4.7
Ford,2019,"19,500",,,3.7,"197,248",0,,,,,,,,,,,
Ford,1960,"36,000",0,0,,"68,235",,2.2,282,,,,,,,,,
RAM,2015,"21,995",16,23,3.6,"98,764",1,,25,4.5,199,92,4.7,4.6,4.6,4.4,4.6,4.5
Chevrolet,2009,"26,899",0,0,6.6,"142,863",1,,129,4.3,3,100,4.3,4.7,4.7,4.7,4.3,5
BMW,2007,"8,490",,,3,"111,157",0,,,4.5,125,86,4.4,4.5,4.8,4.3,4.7,3.9
Ford,2017,"13,111",17,24,3.5,"139,929",0,4.1,704,4.6,372,90,4.8,4.7,4.6,4.4,4.8,4.6
Chrysler,2006,"5,000",,,3.2,"200,000",0,,,4.8,33,97,4.2,4.3,4.8,4.6,4.8,4.7
Nissan,2015,"14,599",23,28,,"85,690",0,,0,4.5,97,87,4.6,4.4,4.4,4.5,4.6,4.6
Honda,2021,"28,294",27,32,1.5,"40,543",1,5,,4.8,122,95,4.9,4.8,4.7,4.7,4.8,4.8
MINI,2024,"34,910",23,31,2,"10,540",1,4.7,247,,,,,,,,,
Cadillac,2017,"8,000",,,3.6,"167,000",0,,,4.6,56,89,4.7,4.5,4.6,4.5,4.7,4.6
Lexus,2021,"33,250",33,30,2.5,"32,601",1,4.7,731,4.1,10,70,4.1,4.4,3.9,4,4.8,4.7
Subaru,2016,"14,999",20,27,2,"109,948",0,,18,4.7,51,96,4.4,4.5,4.8,4.7,4.8,4.7
Lexus,2013,"8,500",43,40,1.8,"191,076",1,,7,4.8,50,100,4.6,4.6,4.4,4.8,4.8,5
Jeep,2021,"33,999",19,26,3.6,"48,500",0,4.8,294,4.1,15,66,4.3,4.7,4.1,4.3,4.6,4
Ford,2019,"15,962",16,23,3.5,"101,092",0,4.7,830,4.8,55,96,4.9,4.8,4.8,4.7,4.8,4.8
Toyota,2022,"31,400",20,27,3.5,"77,820",0,4.6,,4,31,77,4.1,4,3.9,3.6,4.2,4.3
Honda,2018,"14,001",29,35,,"203,874",1,4.5,847,4.7,658,92,4.8,4.8,4.7,4.7,4.8,4.8
Toyota,2008,"3,800",,,1.5,"231,918",0,,,4.6,144,95,4.3,4.4,4.4,4.6,4.3,4.8
Jeep,2018,"30,000",,,3.6,"70,000",0,,,4.8,199,98,4.6,4.7,4.7,4.6,4.9,4.8
Honda,2018,"17,950",0,0,,"132,400",0,,23,4.6,114,92,4.8,4.7,4.6,4.6,4.4,4.7
Hyundai,2022,"20,998",54,57,,"50,345",0,,14,4.7,3,66,4.7,3.7,4,4,3.7,4.3
Pontiac,2008,"6,000",,,3.6,"113,400",0,,,4.3,86,90,4.4,4,4.2,4.3,4.3,4.2
Chevrolet,2022,"41,879",,,6.2,"80,575",0,4.3,787,,,,,,,,,
Chevrolet,2019,"10,975",30,38,1.4,"82,785",0,,54,4.5,72,86,4.3,4.5,4.3,4.6,4.7,4.6
Chevrolet,2024,"22,998",28,32,,"46,894",0,,3,4,65,70,4.4,4.4,4,4.2,4.6,4
Nissan,2015,"19,141",18,26,3.7,"74,903",0,,,4.6,17,94,4.1,4.6,4.8,4.6,4.8,4.8
Hyundai,2024,"27,388",25,32,2.5,"14,878",0,4.9,,4.4,5,80,4.8,4.8,4.6,4.4,4.8,4.6
Volkswagen,2022,"28,998",,,,"9,587",0,,6,4.3,3,66,4.3,3.7,4,4,4.7,4.7
Nissan,2023,"23,853",26,36,2.5,"16,999",0,4.5,19,4.6,7,85,4.4,4.3,4.6,4.4,4.7,4.4
Kia,2021,"19,995",24,29,2.5,"54,472",1,,0,4.7,57,89,4.8,4.8,4.5,4.6,4.9,4.6
Ford,2013,"11,800",22,30,2,"75,317",1,,31,3.9,478,70,4.2,4.1,4.1,3.8,4.4,3.8
Chevrolet,2015,"22,491",17,22,5.3,"107,870",1,,90,4.6,258,88,4.7,4.6,4.6,4.4,4.7,4.5
Ford,2021,"23,482",21,28,,"20,452",0,,184,4.4,14,92,4.7,4.5,4.4,4.4,4.7,4.6
Jaguar,2009,"7,498",16,25,4.2,"116,526",0,5,9,4.3,54,87,4.8,4.8,4.8,4.2,4.8,4.1
Jeep,2021,"25,249",18,25,3.6,"38,500",0,4.7,,4.6,64,92,4.6,4.7,4.6,4.5,4.7,4.6
Jeep,2017,"11,698",22,30,2.4,"93,333",1,4.6,,4.7,414,93,4.7,4.7,4.5,4.6,4.8,4.7
Buick,2015,"14,850",17,24,3.6,"105,007",1,,1,4.6,73,90,4.8,4.8,4.5,4.5,4.8,4.7
Mercedes-Benz,2024,"44,989",24,32,2,"8,379",0,3.5,128,,,,,,,,,
Kia,2021,"26,669",21,28,2.5,"72,331",1,4.6,178,4.7,57,89,4.8,4.8,4.5,4.6,4.9,4.6
Nissan,2021,"17,777",29,39,2,"71,338",0,,1,4.9,27,92,4.9,4.9,4.7,4.8,4.9,4.8
Lexus,2021,"31,904",12,26,3.5,"45,450",0,,7,4.7,3,66,5,5,4.3,4.7,4.7,4
Ford,2023,"23,123",21,28,2,"29,339",0,,,4,2,50,5,5,4,3.5,5,3.5
Cadillac,2022,"25,000",22,29,2,"63,537",0,,2,4,3,66,4.7,4,3,2.7,4.7,3.3
Honda,2019,"19,655",27,33,1.5,"89,316",1,,82,4.8,548,93,4.8,4.8,4.7,4.7,4.8,4.8
Hyundai,2020,"24,998",20,27,,"42,778",1,,4,4.9,209,96,4.9,4.8,4.7,4.8,4.9,4.9
Genesis,2022,"44,133",19,25,3.5,"15,329",1,4,,4.2,12,75,4.6,4.6,4.2,3.9,4.6,4.1
Honda,2019,"25,599",18,26,3.5,"59,517",0,,6,4.7,232,90,4.8,4.7,4.6,4.6,4.7,4.7
